职位名,公司名,工作地点,薪资,发布时间
Cocos2d-x开发工程师,深圳兆邦基集团有限公司,深圳-罗湖区,2.5-3万/月,5月16日
高级测试经理,深圳市电陶思创科技有限公司,深圳-宝安区,0.8-1.4万/月,5月16日
程序員 家中工作,深圳集智导向实业有限公司,深圳-罗湖区,80元/小时,5月16日
数据库工程师（DBA）,深圳市玩呗娱乐科技有限公司,深圳,1.5-2万/月,5月16日
高级邮件系统研发工程师,翼果（深圳）科技有限公司,深圳-南山区,2-4万/月,5月16日
数据分析师,北京珠穆朗玛移动通信有限公司深圳分公司,深圳-罗湖区,0.8-1万/月,5月16日
品质技术岗：AOI,深圳市纺织（集团）股份有限公司,深圳-坪山区,4.5-6千/月,5月16日
运维工程师,深圳市即构科技有限公司,深圳-南山区,1-2万/月,5月16日
配置管理工程师,比亚迪精密制造有限公司,深圳-坪山区,1-2.5万/月,5月16日
中高级前端开发工程师,深圳钻邦客网络科技有限公司,深圳-罗湖区,0.9-1.8万/月,5月16日
机器学习算法工程师,深圳市洛众科技有限公司,深圳-南山区,1.4-3万/月,5月16日
前端架构师,深圳市蓝凌软件股份有限公司,深圳-南山区,20-30万/年,5月16日
高级软件工程师,深圳市创自技术有限公司,深圳,1.5-2万/月,5月16日
生物信息分析工程师,深圳微健康基因科技有限公司,深圳-福田区,5-9千/月,5月16日
深度学习工程师,深圳市圣魂文化科技有限公司,深圳-南山区,1.2-2.5万/月,5月16日
运维经理,地上铁租车（深圳）有限公司,深圳-福田区,1.2-2万/月,5月16日
脑电分析工程师,深圳市深湾创新投资管理有限公司,深圳-南山区,1-1.5万/月,5月16日
AI项目实施工程师,上海慧逊科技有限公司,深圳-南山区,1-1.5万/月,5月16日
系统高级工程师,深圳市华星光电技术有限公司,深圳-光明新区,1.5-2万/月,5月16日
数据仓库工程师,吉林松花江融资租赁有限公司,深圳-福田区,1-2万/月,5月16日
数据开发岗,富德保险控股股份有限公司,深圳-龙岗区,0.7-1.3万/月,5月16日
量化研究岗,中山证券有限责任公司,深圳-南山区,1.5-2.5万/月,5月16日
Web前端开发工程师（游戏公司）,深圳市摩登世纪科技有限公司,深圳-南山区,1-2万/月,5月16日
PHP Developer PHP 开发工程师,丹尼尔惠灵顿贸易（深圳）有限公司,深圳-南山区,1-2万/月,5月16日
C++游戏服务器开发工程师,深圳市创梦天地科技有限公司,深圳,2-2.5万/月,5月16日
数据开发岗-深圳-00324,中信网络科技股份有限公司,深圳,0.7-1.2万/月,5月16日
测试工程师,深圳华锐金融技术股份有限公司,深圳-福田区,12-29万/年,5月16日
游戏测试工程师,深圳威通科技有限公司,深圳-南山区,0.8-1万/月,5月16日
深度学习算法工程师,睿视智觉（厦门）科技有限公司,深圳,1-2万/月,5月16日
逆向工程师,深圳市道通科技股份有限公司,深圳-南山区,0.8-3万/月,5月16日
java后台工程师,深圳市云领天下科技有限公司,深圳-南山区,1.3-1.8万/月,5月16日
系统管理工程师,中芯国际集成电路制造（深圳）有限公司,深圳-坪山区,1-1.5万/月,5月16日
业务运维工程师（金蝶集团-我家云）,上海金蝶蝶金云计算有限公司,深圳,0.8-1.6万/月,5月16日
产品测试工程师（金蝶-账无忧）,深圳金蝶账无忧网络科技有限公司,深圳,0.8-1.6万/月,5月16日
PHP开发工程师,金蝶蝶金云计算有限公司,深圳,1.2-2.5万/月,5月16日
运维工程师,深圳市金蝶精斗云网络科技有限公司,深圳-南山区,1-1.5万/月,5月16日
PHP开发工程师,深圳金蝶奇思科技有限公司,深圳,1.2-2.5万/月,5月16日
机器学习工程师,中腾信金融信息服务（上海）有限公司,深圳-南山区,1.5-2万/月,5月16日
人工智能工程师,深圳百果园实业发展有限公司,深圳-南山区,1.5-2万/月,5月16日
Postgresql软件开发工程师,深圳市中电电力技术股份有限公司,深圳-福田区,20-30万/年,5月16日
php开发工程师,深圳易加油信息科技有限公司,深圳-南山区,1-1.5万/月,5月16日
Web前端开发工程师（急聘）,深圳至臻天龙投资发展有限公司,深圳-南山区,1-1.5万/月,5月16日
软件测试工程师,深圳太极云软技术股份有限公司,深圳,0.8-1.5万/月,5月16日
软件测试工程师,深圳思创科技服务有限公司,深圳-南山区,0.8-1万/月,5月16日
中级C/C++工程师,深圳市大众通信技术有限公司,深圳-南山区,1.2-1.8万/月,5月16日
软件开发工程师,瑞斯康微电子（深圳）有限公司,深圳-南山区,0.8-1.2万/月,5月16日
视觉算法工程师,深圳市振邦智能科技股份有限公司,深圳-光明新区,1-2万/月,5月16日
C++开发工程师（应届毕业生）,深圳新家生活科技服务有限公司,深圳-福田区,0.8-1.5万/月,5月16日
AI智能算法工程师,深圳市天和时代电子设备有限公司,深圳-龙岗区,1.5-3万/月,5月16日
算法工程师,深圳推推应用技术有限公司,深圳-南山区,1-2万/月,5月16日
Production Tool FAE - Shanghai or Shenzhen,深圳市中科卓软科技有限公司,异地招聘,3-4万/月,5月16日
软件测试（主管）,深圳荧兴源资产管理集团有限公司,深圳-罗湖区,1.5-2万/月,5月16日
深度学习算法工程师,深圳市丰巢科技有限公司,深圳-南山区,2-2.5万/月,5月16日
系统运维经理,中原地产代理（深圳）有限公司,深圳-南山区,1.5-2万/月,5月16日
Web前端开发工程师,深圳市非零无限科技有限公司,深圳-南山区,0.7-1.4万/月,5月16日
高级应用安全开发工程师,华润创业有限公司,深圳-罗湖区,1.5-2.5万/月,5月16日
DBA,深圳市六度人和科技有限公司,深圳,1.5-3万/月,5月16日
资深全栈软件开发团队领导,奥雅纳工程咨询(上海)有限公司深圳分公司,深圳-南山区,,5月16日
生物信息分析师,承启医学（深圳）科技有限公司,深圳-南山区,0.8-1.5万/月,5月16日
安全工程师,深圳智达朋科技术有限公司,深圳-南山区,0.6-1.5万/月,5月16日
生物信息分析工程师,恒瑞源正（深圳）生物科技有限公司,深圳-南山区,0.7-1.2万/月,5月16日
信息技术部应用运维工程师,博时基金管理有限公司,深圳-福田区,2-2.5万/月,5月16日
初级运维工程师,深圳市鹈鹕山互动科技有限公司,深圳-南山区,4-6千/月,5月16日
高级运维工程师,深圳市火链文化传播有限公司,深圳-龙华新区,2-3万/月,5月16日
大数据分析工程师（2人）,中电科新型智慧城市研究院有限公司,深圳-福田区,1.5-2.5万/月,5月16日
TD（技术总监）,深圳黑潮互动娱乐有限公司,深圳,1.5-2万/月,5月16日
高级测试工程师,深圳前海佛罗米科技有限公司,深圳-南山区,1-1.5万/月,5月16日
软件工程师,深圳亿起融网络科技有限公司,深圳-南山区,1-1.5万/月,5月16日
［急］运维工程师(入职五险+弹性工作+年底双薪+),深圳市龙火科技有限公司,深圳,0.8-1万/月,5月16日
音频开发工程师,深圳市运泰利自动化设备有限公司,深圳-光明新区,1-1.5万/月,5月16日
实施工程师,深圳市信瑞时代科技有限公司,深圳-福田区,6-8千/月,5月16日
高级测试工程师,武汉民投金融服务有限公司,深圳-南山区,1.5-2万/月,5月16日
高级动画设置（绑定）师,深圳市山水原创动漫文化有限公司,深圳,0.8-1万/月,5月16日
PHP开发工程师,新动集团有限公司,深圳-南山区,0.6-1万/月,5月16日
数据分析专业经理,华润万家有限公司,深圳-龙岗区,,5月16日
大数据分析师（数据仓库方向）,深圳市招银前海金融资产交易中心有限公司,深圳-南山区,15-20万/年,5月16日
固件工程师,深圳市虚拟现实技术有限公司,深圳-南山区,1.5-2万/月,5月16日
C#应用开发工程师,现代牙科器材（深圳）有限公司,深圳-南山区,1.2-1.7万/月,5月16日
软件测试工程师（地点：坪山区）,昂纳信息技术（深圳）有限公司,深圳-坪山区,6-8千/月,5月16日
SaaS产品工程师,深圳市元征科技股份有限公司,深圳-南山区,1.5-2.5万/月,5月16日
软件测试工程师,深圳华声医疗技术股份有限公司,深圳-南山区,4.5-6千/月,5月16日
Docker运维工程师（深圳）,北京新媒传信科技有限公司,深圳,1.5-2万/月,5月16日
测试开发助理（腾讯正式岗位）,重庆市瑞德铭科技发展有限公司成都分公司,深圳-南山区,1-1.8万/月,5月16日
嵌入式软件开发,奥泰尔科技（深圳）有限公司,深圳-南山区,0.6-2万/月,5月16日
PHP高级开发工程师,深圳市乐思软件技术有限公司,深圳,1-1.5万/月,5月16日
系统工程师,易安财产保险股份有限公司,深圳-福田区,0.8-1.6万/月,5月16日
云实施工程师,深圳市汇通合力科技股份有限公司,深圳,1-1.5万/月,5月16日
PTA/MEG研究员,华泰期货有限公司,深圳-福田区,1.5-2万/月,5月16日
nodejs后端开发工程师,深圳市兆方石油化工股份有限公司,深圳-福田区,1-1.5万/月,5月16日
DBA工程师,深圳依时货拉拉科技有限公司,深圳-福田区,1.5-3万/月,5月16日
测试工程师-校招,北京吉因加科技有限公司,深圳,4-8千/月,5月16日
Linux软件工程师,精华隆智慧感知科技（深圳）股份有限公司,深圳-南山区,1.3-1.8万/月,5月16日
系统运维工程师,富士康科技集团富连网,深圳-龙华新区,0.8-2万/月,5月16日
高级运维工程师,广东乐心医疗电子股份有限公司,深圳-南山区,2-2.5万/月,5月16日
C++高级开发工程师,深圳市财富万方信息技术有限公司,深圳-福田区,1-2万/月,5月16日
DBA工程师,深圳中兴力维技术有限公司,异地招聘,1.5-2万/月,5月16日
Linux运维工程师,深圳市约约科技有限公司,深圳-南山区,0.7-1万/月,5月16日
大数据分析师,深圳市卡联科技股份有限公司,深圳,1-2万/月,5月16日
软件测试工程师,深圳市鼎盛智能科技有限公司,深圳-福田区,0.8-1.2万/月,5月16日
高级运维工程师,深圳市捷顺科技实业股份有限公司,深圳-福田区,1.5-3万/月,5月16日
测试开发岗,华润网络（深圳）有限公司,深圳-南山区,1-2万/月,5月15日
智能家居软件工程师,深圳市丰润达科技有限公司,深圳,1.5-3万/月,5月15日
AI算法工程师,深圳市今日投资数据科技有限公司,深圳,2-3万/月,5月15日
测试工程师,游惠宝（深圳）网络科技有限公司,深圳-龙岗区,1-1.5万/月,5月15日
软件测试工程师,广东卓纬科技有限公司,异地招聘,0.8-1万/月,5月15日
web前端,深圳市普兰软件有限公司,深圳-南山区,1-1.5万/月,5月15日
高级软件工程师,申科谱自动化科技（珠海）有限公司,异地招聘,1.5-2万/月,5月15日
Web后端工程师,深圳市普特生物医学工程有限公司,深圳,0.8-1.2万/月,5月15日
计算机视觉开发工程师（opencv方向,深圳市宜远智能科技有限公司,深圳-南山区,0.9-1.8万/月,5月15日
软件测试工程师（性能测试方向）,深圳市斯维尔科技股份有限公司,深圳-南山区,0.8-1.2万/月,5月15日
软件工程师,航天科工深圳（集团）有限公司,深圳-福田区,1-1.5万/月,5月15日
Java开发工程师,深圳分期保网络科技有限公司,深圳-南山区,6-8千/月,5月15日
算法工程师,深圳市企华夏科技发展有限公司,深圳-南山区,1.5-2万/月,5月15日
Linux运维工程师,深圳比比网络科技有限公司,深圳,1-1.5万/月,5月15日
量化工程师,金瑞期货股份有限公司,深圳-福田区,0.8-1.6万/月,5月15日
区块链开发工程师,深圳市汇金宝电子商务有限公司,深圳-龙华新区,1.5-3万/月,5月15日
RD3-测试工程师,深圳银澎云计算有限公司,深圳-南山区,0.8-1.2万/月,5月15日
电商数据分析员,深圳市怡源通科技有限公司,深圳,0.7-1万/月,5月15日
软件工程师,深圳市希科普股份有限公司,深圳-南山区,0.7-1.5万/月,5月15日
系统运维工程师,世联行金融事业部,深圳-罗湖区,1-1.5万/月,5月15日
程序员,珠海纽达投资管理有限公司,异地招聘,0.8-1.5万/月,5月15日
智能机器人高级工程师,深圳南北互联网金融服务有限公司,深圳-南山区,1-1.5万/月,5月15日
程序实习生,深圳科诗特软件有限责任公司,深圳,3-4.5千/月,5月15日
区块链工程师,深圳市翔丰星际投资有限公司,深圳-福田区,20-30万/年,5月15日
Linux高级软件工程师,深圳市大象机器人科技有限公司,深圳-南山区,1.5-2.5万/月,5月15日
Audio Tuning (Voice UI) Senior Engineer,Qualcomm中国,异地招聘,,5月15日
耳机蓝牙软件工程师,声源科技（深圳）有限公司,深圳-南山区,1-2万/月,5月15日
导航算法工程师,UT斯达康（中国）股份有限公司,深圳-南山区,1.5-2万/月,5月15日
运维工程师,深圳易鉴收藏咨询有限公司,深圳-南山区,0.6-1万/月,5月15日
系统安全工程师,北京银联金卡科技有限公司,深圳-南山区,1-1.5万/月,5月15日
后台开发工程师,深圳市有家信息技术服务有限公司,深圳-福田区,2-3万/月,5月15日
网络运维工程师,矩阵元,深圳-南山区,1.2-2万/月,5月15日
Manager - Data Analytics - Advisory in Audit - Shenzhen,德勤华永会计师事务所（特殊普通合伙）,深圳,,5月15日
嵌入式软件工程师（工作地点：珠海）,扬智电子科技（中国）有限公司,异地招聘,1-1.5万/月,5月15日
Senior Web Developer,深圳市雨禾伟业实业有限公司,深圳,1-1.6万/月,5月15日
算法工程师,深圳市昆特科技有限公司,深圳-南山区,2-2.5万/月,5月15日
数据分析员,深圳市中投顾问股份有限公司,深圳-福田区,4.5-6千/月,5月15日
Android软件工程师,深圳国投物联网络股份有限公司,深圳-南山区,8-12万/年,5月15日
技术风控经理,广州鹏誉商务服务有限公司深圳分公司,深圳-罗湖区,1.5-2万/月,5月15日
高级测试经理,深圳市橙社网络技术有限公司,深圳-南山区,0.8-1万/月,5月15日
软件测试工程师,深圳九洲互通科技股份有限公司,深圳-南山区,6-8千/月,5月15日
高级嵌入式工程师（导航应用方向）,深圳市优必选科技有限公司,深圳-南山区,2.5-3万/月,5月15日
IT平台系统架构师/网站架构师,南京嘉环科技有限公司,深圳,1.2-2.5万/月,5月15日
数据开发工程师,深圳市兴海物联科技有限公司,深圳-南山区,12-20万/年,5月15日
高级爬虫工程师,深圳市易仓科技有限公司,深圳-南山区,1-2万/月,5月15日
网络信息安全工程师,深圳市瑞尔迈科技有限公司,深圳-福田区,2-3万/月,5月15日
系统运维工程师,中投国安（深圳）融资租赁有限公司,深圳-福田区,1-1.8万/月,5月15日
测试工程师,深圳市永佳天成科技发展有限公司,深圳-南山区,0.8-1万/月,5月15日
iOS高级开发工程师,深圳哲彦信息技术有限公司,深圳-南山区,1.5-2万/月,5月15日
运维工程师,深圳市凡骑绿畅技术有限公司,深圳-南山区,0.7-1.2万/月,5月15日
PHP高级开发工程师,深圳市华思旭科技有限公司,深圳-龙华新区,2-2.5万/月,5月15日
高级运维工程师,深圳市马丁鱼科技有限公司,深圳-南山区,15-20万/年,5月15日
测试工程师（工业4.0）,深圳华制智能制造技术有限公司,深圳,0.8-1.3万/月,5月15日
服务端开发工程师/网站维护工程师,嘀嗒智能控股（深圳）有限公司,深圳-宝安区,1-1.5万/月,5月15日
售前工程师,深圳市创客教育文化发展有限公司,深圳-福田区,0.6-1.5万/月,5月15日
Web前端开发工程师,跨越速运集团有限公司,深圳-南山区,1.5-2万/月,5月15日
高级FW/固件/驱动工程师,深圳市傲睿智存科技有限公司,深圳-南山区,1.5-2.5万/月,5月15日
博士后招聘（AI系统研究方向）,丰唐物联技术（深圳）有限公司,深圳-南山区,1-2万/月,5月15日
自动化测试工程师,深圳市海豚村信息技术有限公司,深圳-南山区,0.8-1.5万/月,5月15日
中、高级数据科学家,深圳市寒武科耀大数据有限责任公司,深圳-南山区,1.2-5万/月,5月15日
技术支持工程师,通用移动科技有限公司 General Mobile Technology Company,深圳-南山区,0.8-1万/月,5月15日
系统运维工程师,深圳市大家乐科技有限公司,深圳-南山区,1-2万/月,5月14日
运维工程师,深圳富润达网络科技有限公司,深圳,0.8-1.2万/月,5月14日
高级前端开发工程师,深圳市云房网络科技有限公司,深圳-南山区,0.9-1.8万/月,5月14日
运维工程师,航电建筑科技（深圳）有限公司,深圳-福田区,0.8-1.6万/月,5月14日
前端开发工程师,深圳存爱网络股份公司,深圳,1-2万/月,5月14日
Bioinformatics & Data Mining Engineer,深圳谱元科技有限公司,深圳-罗湖区,0.8-1.5万/月,5月14日
软件测试工程师,深圳市瑞福登信息技术服务有限公司,深圳-福田区,0.6-1万/月,5月14日
游戏服务端开发,深圳市修远求索网络科技有限公司,深圳-南山区,1-2万/月,5月14日
网络优化工程师,普联技术有限公司（TP-LINK),深圳-南山区,0.8-1.4万/月,5月14日
服务器后端开发工程师,德盈商贸（深圳）有限公司,深圳-南山区,1.5-2.5万/月,5月14日
运维主管,深圳市大头互动文化传播有限公司,深圳,1.8-2.5万/月,5月14日
深度学习应用工程师,深圳市功夫机器人有限公司,深圳-龙华新区,1-3万/月,5月14日
PHP高级开发工程师,深圳乐橙互娱科技有限公司,深圳-南山区,0.8-1.5万/月,5月14日
Linux软件开发工程师（年薪10万以上）,深圳市立尔讯科技有限公司,深圳-龙华新区,0.8-1万/月,5月14日
生物信息工程师,深圳市海普洛斯生物科技有限公司,深圳-南山区,10-15万/年,5月14日
运维工程师,深圳市铱云云计算有限公司,深圳-南山区,1-2万/月,5月14日
技术专家（生物信息）,深圳弘睿康生物科技有限公司,深圳-南山区,20-30万/年,5月14日
BI分析师助理/数据分析师助理,沃丁信息技术（深圳）有限公司,深圳,4.5-6千/月,5月14日
Linux运维工程师,深圳市鑫王牌科技发展有限公司,深圳-南山区,0.8-1万/月,5月14日
区块链技术负责人,上海微用网络技术有限公司,异地招聘,4-6万/月,5月14日
"Senior Consultant / Manager, Management Consulting",毕马威中国 KPMG China,深圳,1.5-3万/月,5月14日
JAVA工程师,深圳市昊源建设监理有限公司,深圳-宝安区,0.7-2万/月,5月14日
网络运维工程师,深圳悦智网络科技有限公司,深圳-南山区,1-1.5万/月,5月14日
软件测试工程师—深圳,厦门至恒融兴信息技术有限公司,深圳-南山区,1-2万/月,5月14日
数据分析专员,深圳市传奇金融服务有限公司,深圳-福田区,0.8-1.5万/月,5月14日
AI 实习生,深圳狗尾草智能科技有限公司,深圳-南山区,120元/天,5月14日
高级测试工程师,浪潮世科（山东）信息技术有限公司,深圳-福田区,0.8-1万/月,5月14日
资深C++服务器开发工程师,嘉兴安越企业管理咨询有限公司,异地招聘,3-4万/月,5月14日
YFX-风险政策专员(风险管理),深圳前海微众银行股份有限公司,深圳,1-2.5万/月,5月14日
手机APP 开发工程师,深圳市森威尔科技开发股份有限公司,深圳-龙岗区,6-8千/月,5月14日
彩票C++开发工程师,燚晖（深圳）科技合伙企业（有限合伙）,深圳-福田区,1.5-2.5万/月,5月14日
业务运维工程师,土巴兔装修网,深圳-南山区,1.5-2万/月,5月14日
软件工程师（大数据处理，技术中心）,深圳科安达电子科技股份有限公司,深圳-福田区,0.8-2万/月,5月14日
BI工程师,深圳市三诺电子有限公司,异地招聘,1-1.5万/月,5月14日
Java中级开发工程师,深圳普创天信科技发展有限公司,深圳-南山区,1.5-2.5万/月,5月14日
代码审计&安全开发工程师,威富通科技有限公司,深圳-南山区,1-2万/月,5月14日
软件高级工程师,深圳市信恳智能电子股份有限公司,深圳,0.8-1万/月,5月14日
软件测试工程师,深圳市智城时代科技有限公司,深圳-南山区,5-8千/月,5月14日
Java工程师（宝能物流集团）,深圳市宝能投资集团有限公司,深圳-罗湖区,1.5-2万/月,5月14日
IT服务工程师,深圳赤湾石油基地股份有限公司,深圳,6-8千/月,5月14日
数据库管理岗,招商证券股份有限公司,深圳-福田区,15-45万/年,5月14日
期权策略研究员,天演资本,异地招聘,50-100万/年,5月14日
国内顶尖通讯公司技术支持,万宝盛华企业管理咨询（上海）有限公司,异地招聘,0.9-1.7万/月,5月14日
运维平台开发,华为技术有限公司,深圳-龙岗区,1-5万/月,5月14日
运维工程师,深圳平安讯科技术有限公司,深圳-南山区,1-1.5万/月,5月14日
高级基础架构工程师（自动化运维）,深圳市大当家网络技术开发有限公司,深圳,0.8-1万/月,5月13日
中级ETL开发工程师,天阳宏业,深圳,1-1.6万/月,5月13日
.NET高级工程师,深圳市小小金融服务有限公司,深圳-福田区,2.5-4万/月,5月13日
云运维工程师,深圳新河通创科技有限公司,深圳,1-2万/月,5月13日
图像算法工程师,深圳市谛源光科有限公司,深圳-南山区,1-1.5万/月,5月13日
算法工程师,杭州英歌智达科技有限公司,异地招聘,1-2.5万/月,5月13日
部署运维工程师,江苏令知阁科技发展有限公司,深圳-南山区,1-1.5万/月,5月13日
量化研究员,深圳市彭珠贸易有限公司,异地招聘,1.5-2万/月,5月13日
信息技术IT工程师,深圳市零点星影视传媒控股有限公司,深圳,6-8千/月,5月13日
IVI芯片验证工程师,合肥杰发科技有限公司深圳分公司,深圳-南山区,1.5-3万/月,5月13日
C++服务端工程师,深圳市大象互娱网络科技有限公司,深圳,1.5-2万/月,5月13日
高级软件工程师（DRM方向）,高斯贝尔数码科技股份有限公司,深圳,1.5-3万/月,5月13日
C++开发工程师,摩根数字产业孵化集团（深圳）有限公司,深圳-龙华新区,0.8-1.8万/月,5月13日
自动化测试工程师,深圳市迅雷网络技术有限公司,深圳-南山区,1.5-3万/月,5月13日
Senior Software Engineer(C++),亿磐,深圳-南山区,2-2.5万/月,5月13日
DevOps工程师,深圳市快找网络科技有限公司,深圳-福田区,0.9-1.8万/月,5月12日
软件测试工程师,深圳市安泽智能工程有限公司,深圳-南山区,0.8-1.5万/月,5月12日
服务端软件开发工程师,深圳市鸿略科技有限公司,深圳-福田区,1.5-2.5万/月,5月12日
算法工程师,深圳市乐有家控股集团有限公司,深圳-福田区,1.2-1.6万/月,5月12日
运维工程师,深圳市微趣时代科技有限公司,深圳-福田区,1-1.5万/月,5月12日
运维经理,爱享叁陆伍网络技术有限公司,深圳-南山区,1-2万/月,5月12日
iOS开发工程师,深圳市神话珠宝有限公司,深圳-福田区,0.8-1万/月,5月12日
市场分析专员（供应链采购平台）,深圳市柔宇科技有限公司,深圳-龙岗区,,5月12日
前端开发工程师,深圳前海一点科技有限公司,深圳-福田区,0.8-2万/月,5月12日
数据科学家,润联软件系统（深圳）有限公司,深圳,4-5万/月,5月12日
软件测试工程师,杭州博彦信息技术有限公司,异地招聘,1-1.5万/月,5月12日
高级运维工程师,深圳前海格林易贷互联网服务有限公司,深圳-福田区,0.8-1万/月,5月12日
运维工程师,深圳市集时通讯股份有限公司,深圳-南山区,0.6-1.2万/月,5月12日
Java服务器开发工程师,深圳市蜂巢泰客科技有限公司,深圳-福田区,1-1.5万/月,5月12日
运维工程师,深圳市蜜蜂金服互联网金融服务有限公司,深圳,0.7-1万/月,5月12日
软件测试工程师,美的集团中央研究院,深圳-南山区,0.8-1.2万/月,5月11日
IT培训师,深圳市金慧融智数据服务有限公司,深圳-南山区,0.8-1.5万/月,5月11日
测试工程师,深圳航天智慧城市系统技术研究院有限公司,深圳-南山区,1-2万/月,5月11日
软件开发工程师,常熟昆仑智能科技有限公司,异地招聘,1.5-3.5万/月,5月11日
资产管理部-FOF投资经理岗,招商期货有限公司,深圳,20-30万/年,5月11日
数通讲师/资深讲师,智汇融云信息技术（深圳）有限公司,异地招聘,0.6-3万/月,5月11日
系统开发岗,工银国际投资有限公司,深圳-南山区,1-5万/月,5月11日
Linux C 开发工程师,深圳市一号互联科技有限公司,深圳,1-1.5万/月,5月11日
人工智能算法工程师,深圳市金新农科技股份有限公司,异地招聘,1-2万/月,5月11日
区块链开发工程师,深圳市乐友网络科技有限公司,深圳,2-3.5万/月,5月11日
AS3游戏开发工程师(应届生/可JAVA转),深圳市益玩网络科技有限公司,深圳-南山区,0.7-1.2万/月,5月11日
大数据高级工程师,深圳希尔智慧科技集团有限公司,深圳-南山区,1.5-2.5万/月,5月11日
技术总监,深圳前海心远实业有限公司,深圳-福田区,2-4万/月,5月11日
服务器开发工程师-Java,深圳鲜淘科技有限公司,深圳-宝安区,1-2万/月,5月11日
网络工程师,润杨集团（深圳）有限公司,深圳-龙华新区,0.8-1万/月,5月11日
产品经理（武汉）,深圳墨子谷科技有限公司,异地招聘,6-8千/月,5月11日
Java工程师,深圳前海恒泰金融服务有限公司,深圳-福田区,0.8-1万/月,5月11日
图像算法工程师,武汉真元生物数据有限公司,异地招聘,1.5-2万/月,5月11日
Go语言区块链开发工程师,深圳鼎开互联信息技术有限公司,深圳,1.5-2.5万/月,5月11日
测试工程师,海基实业（深圳）有限公司,深圳-宝安区,0.8-1.2万/月,5月11日
SLAM算法工程师,深圳市道通智能航空技术有限公司,深圳-南山区,2-4万/月,5月11日
网络安全工程师,深圳巴伦如梭网络有限公司,深圳-南山区,2-3万/月,5月11日
嵌入式软件工程师（IC卡方向）,国民技术股份有限公司,深圳,0.8-1.2万/月,5月11日
高级测试工程师,深圳闪回科技有限公司,深圳-南山区,1-2万/月,5月11日
量化交易研究员,深圳易投云智能科技有限公司,深圳-南山区,0.8-1.2万/月,5月11日
算法工程师-人工智能方向,深圳市微纳集成电路与系统应用研究院,深圳-南山区,1.5-3万/月,5月11日
运维工程师,深圳鼎然信息科技有限公司,深圳-福田区,1-1.5万/月,5月10日
php工程师,深圳市蛋壳创意科技有限公司,深圳-龙岗区,4-6千/月,5月10日
现场应用工程师,深圳为准精机仪器设备有限公司,深圳,6-8千/月,5月10日
手游运维工程师,深圳市叁亿广告有限公司,深圳-南山区,0.7-1.4万/月,5月10日
测试工程师,深圳市三诺数字科技有限公司,深圳-南山区,0.8-1.2万/月,5月10日
软件测试工程师,深圳市华域无线技术股份有限公司,深圳-南山区,6-8千/月,5月10日
前端开发工程（微信小程序）,印力商用置业有限公司,深圳,1.5-3万/月,5月10日
大数据运维工程师,广州拉卡拉网络小额贷款有限责任公司,深圳-南山区,2-4万/月,5月10日
前端工程师 技术leader,深圳牛日科技有限公司,深圳,1.8-2.8万/月,5月10日
Linux服务器程序开发及运维工程师,深圳市至高通信技术发展有限公司,深圳-南山区,1-1.5万/月,5月10日
Linux运维工程师,深圳高速工程顾问有限公司,深圳,10-15万/年,5月10日
大数据开发工程师,深圳市易景空间智能科技有限公司,深圳-南山区,1-1.5万/月,5月10日
运维开发工程师,深圳羚羊极速科技有限公司,深圳-南山区,1.5-2.5万/月,5月10日
C++棋牌开发主程,深圳市鸿创网络技术开发有限公司,深圳-龙华新区,2.5-3.5万/月,5月10日
算法工程师,深圳市鸿逸达科技有限公司,深圳-南山区,1.5-4万/月,5月10日
技术经理,国信期货有限责任公司,深圳,1.5-2万/月,5月10日
IT程序员,深圳市日昇发互联网金融服务有限公司,异地招聘,4-5万/月,5月10日
数据分析,深圳森香科技有限公司,深圳-南山区,4-6千/月,5月10日
高级安全运维工程师（深圳）,深圳市恒腾网络有限公司,深圳-南山区,2-4万/月,5月10日
软件测试工程师,深圳市财博士教育网络有限公司,深圳-龙华新区,0.6-1万/月,5月10日
.NET高级开发工程师,深圳丹晴科技有限公司,深圳-南山区,1.5-3万/月,5月10日
测试工程师,广东天亿马信息产业股份有限公司,异地招聘,6-8千/月,5月10日
云桌面运维工程师,深圳市讯通天煜科技有限公司,深圳-南山区,4.5-6千/月,5月10日
系统测试工程师,南京绛门信息科技股份有限公司,深圳,0.8-1万/月,5月10日
VFX 特效师,深圳市图派科技有限公司,深圳,0.8-1.5万/月,5月10日
大数据开发工程师,深圳市富龙小额贷款有限公司,深圳,0.8-1.6万/月,5月10日
后台开发工程师,深圳市铭润投资有限公司,深圳-福田区,0.8-1万/月,5月10日
数据仓库工程师,深圳市递四方信息科技有限公司,深圳-宝安区,1.5-3万/月,5月9日
后台开发经理,深圳市游滨果科技有限公司,深圳-南山区,1.5-2.5万/月,5月9日
生物信息学研究员,深圳市优圣康生物科技有限公司,深圳-龙华新区,0.6-1万/月,5月9日
高级算法工程师,深圳碳原子科技有限公司,深圳-南山区,2.5-4.5万/月,5月9日
Linux运维工程师,深圳市英威诺科技有限公司,深圳-南山区,1-1.5万/月,5月9日
运维工程师,深圳市奥术信息科技有限公司,深圳-南山区,1-1.5万/月,5月9日
软件开发工程师,深圳砺剑防卫技术有限公司,深圳-福田区,0.8-1.2万/月,5月9日
服务器运维工程师,深圳市解放路网络科技有限公司,深圳,1-2万/月,5月9日
NLP研发工程师,深圳爱拼信息科技有限公司,深圳-南山区,1.5-3万/月,5月9日
