职位名,公司名,工作地点,薪资,发布时间
分布式存储测试工程师(深圳),平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
存储技术工程师(深圳),平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
应用平台工程师（DOCKER）（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
应用平台工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
网络管理开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
运维开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
应用平台工程师（运维方向）（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
大数据后台运维工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
爬虫工程师(深圳),平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
后台开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
web前端架构师（深圳）,平安科技（深圳）有限公司,异地招聘,1.5-3万/月,5月19日
存储开发运维岗-非结构化数据方向（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
深度学习图像算法工程师或专家（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
运维开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
应用运维工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
系统测试工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
云存储工程师/架构师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
开发工程师-云平台,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
系统管理员（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
计算机视觉算法工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
运维开发（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
数据挖掘工程师或专家（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
自然语言处理算法工程师或专家（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
深度学习语音算法工程师或专家（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
信息安全架构师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
安全事件处置工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
阿里云-云业务架构师-深圳区域,阿里巴巴集团,深圳,,5月19日
阿里云-技术服务经理（深圳）-企业服务,阿里巴巴集团,深圳,,5月19日
搜索事业部-java研发工程/专家 -深圳,阿里巴巴集团,深圳,,5月19日
数据库事业部-时序数据库云产品资深研发-深圳,阿里巴巴集团,深圳,,5月19日
盒马-物流规划专家-深圳,阿里巴巴集团,深圳,,5月19日
数据库事业部-分布式存储专家-深圳，杭州,阿里巴巴集团,深圳,,5月19日
Lazada-高级前端技术专员-前端技术开发-Shenzhen,阿里巴巴集团,深圳,,5月19日
阿里云事业群-云业务架构师-企业业务（深圳/广州）,阿里巴巴集团,深圳,,5月19日
IoT事业部-NodeJS 边缘计算开发专家,阿里巴巴集团,深圳,,5月19日
Devops架构师,新华三技术有限公司,异地招聘,2-3万/月,5月19日
A/SA - IT M&A advisor - Deals - Advisory,PwC 普华永道,深圳,,5月19日
IT运营管理岗（QC处理方向）(003781),中信银行信用卡中心,深圳-罗湖区,1.5-2万/月,5月19日
安全工程师(004056),中信银行信用卡中心,深圳-罗湖区,1-1.5万/月,5月19日
IT系统运营管理岗（Linux系统运维管理方向）(003977),中信银行信用卡中心,深圳-罗湖区,1.5-2万/月,5月19日
IT系统运营管理岗（基础设施云运维方向）(003984),中信银行信用卡中心,深圳-罗湖区,1.5-2万/月,5月19日
IT系统运营管理岗（大数据运维方向）(003978),中信银行信用卡中心,深圳-罗湖区,1.5-2万/月,5月19日
IT系统运营管理岗（网络管理方向）(003985),中信银行信用卡中心,深圳-罗湖区,1.5-2万/月,5月19日
IT架构管理岗(信息安全方向)(004055),中信银行信用卡中心,深圳-罗湖区,1.5-2万/月,5月19日
IT系统开发岗（JAVA开发方向)(004190),中信银行信用卡中心,深圳-罗湖区,2-3万/月,5月19日
IT系统工程师,深圳银盛金融集团有限公司,深圳-龙华新区,0.8-2.4万/月,5月19日
系统工程师,深圳银盛金融集团有限公司,深圳-龙华新区,0.8-3万/月,5月19日
软件研发工程师,深圳银盛金融集团有限公司,深圳-龙华新区,0.6-1.2万/月,5月19日
高级软件测试工程师,深圳银盛金融集团有限公司,深圳-龙华新区,1.2-1.8万/月,5月19日
中级软件测试工程师,深圳银盛金融集团有限公司,深圳-龙华新区,0.9-1.2万/月,5月19日
数据库工程师,深圳银盛金融集团有限公司,深圳-龙华新区,0.6-3万/月,5月19日
运维开发工程师,深圳银盛金融集团有限公司,深圳-龙华新区,0.6-2万/月,5月19日
WXG08-112 微信搜索推荐运营系统开发工程师,深圳市腾讯计算机系统有限公司,深圳,,5月19日
OMG097-运营开发高级工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,5月19日
TEG05-高级运营开发工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,5月19日
SNG16-运营开发工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,5月19日
WXG04-115 web前端重构开发工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,5月19日
计算机视觉工程师（2019届毕业生）,深圳奥比中光科技有限公司,深圳-南山区,1.2-1.6万/月,5月19日
测试工程师,深圳市新华云帆科技有限公司,深圳,0.8-1.2万/月,5月19日
编程教师,深圳市星道互联网教育股份有限公司,异地招聘,4-8千/月,5月19日
考试专员（传智播客深圳）,传智播客教育集团深圳分校,深圳-宝安区,6-8千/月,5月19日
（高级）Linux 内核/驱动工程师,苏州仕犇人力资源管理有限公司,深圳-南山区,1.5-3万/月,5月19日
大数据分析工程师,康美华大基因技术有限公司,深圳,0.6-2万/月,5月19日
数据挖掘分析师,深圳市华傲数据技术有限公司,深圳-南山区,1.5-2.2万/月,5月19日
数据库工程师,深圳市德科信息技术有限公司,深圳-福田区,1-1.5万/月,5月19日
测试工程师（初中高级）,深圳市德科信息技术有限公司,深圳-福田区,0.8-1.6万/月,5月19日
前端开发工程师,深圳市德科信息技术有限公司,深圳-福田区,1-1.5万/月,5月19日
软件测试工程师,深圳市德科信息技术有限公司,深圳-福田区,0.8-1.2万/月,5月19日
信息研发中级工程师（科服研发）(005241),华大基因,深圳-盐田区,0.8-1.6万/月,5月19日
测试工程师,嘉联支付有限公司,深圳-南山区,1-1.5万/月,5月19日
C++开发工程师,深圳市新华云帆科技有限公司,深圳-南山区,2-3.5万/月,5月19日
系统操作员,深圳市汇合发展有限公司,深圳-罗湖区,0.6-1.2万/月,5月19日
前端...,深圳融天云科软件技术有限公司,深圳-南山区,1-1.5万/月,5月19日
Linux运维工程师,上海酷萌网络科技有限公司,异地招聘,1.5-2.5万/月,5月19日
BI工程师,深圳市德科信息技术有限公司,深圳-福田区,1-1.5万/月,5月19日
Linux运维工程师,广州嘉为科技有限公司,深圳-福田区,1-1.5万/月,5月19日
.NET开发工程师,深圳安巽科技有限公司,深圳-福田区,1-2万/月,5月19日
高级研发工程师,深圳安巽科技有限公司,深圳-福田区,1.5-3万/月,5月19日
高级测试工程师,即有分期,深圳-福田区,1-1.5万/月,5月19日
高级测试开发工程师,深圳聚领威锋科技股份有限公司,深圳-南山区,1-1.5万/月,5月19日
数据分析师（智能客户服务方向）,即有分期,深圳-龙华新区,0.8-1.5万/月,5月19日
Docker开发工程师,史蒂夫软件（深圳）有限公司,深圳-南山区,1-2万/月,5月19日
大数据仓库架构师,深圳市赢众通金融信息服务有限责任公司,深圳,3-4万/月,5月19日
数据分析岗位,成都迈思信息技术有限公司,深圳,0.8-1万/月,5月19日
图像算法工程师,深圳腾视科技有限公司,深圳-南山区,2-2.5万/月,5月19日
Linux系统工程师,即有分期,深圳-福田区,0.8-1.5万/月,5月19日
运维工程师,成都迈思信息技术有限公司,深圳-福田区,0.8-1万/月,5月19日
Java中级开发工程师,成都迈思信息技术有限公司,深圳-福田区,1-1.5万/月,5月19日
Mysql DBA,史蒂夫软件（深圳）有限公司,深圳-南山区,1-2万/月,5月19日
（C++后台开发工程师）,深圳市乐易网络股份有限公司,深圳-南山区,1.5-3万/月,5月19日
hadoop开发工程师,成都迈思信息技术有限公司,深圳-福田区,1-1.5万/月,5月19日
软件测试工程师,成都迈思信息技术有限公司,深圳-福田区,0.8-1万/月,5月19日
软件测试工程师,成都迈思信息技术有限公司,深圳-福田区,0.6-1万/月,5月19日
数据分析师,深圳市数聚能源科技有限公司,深圳-罗湖区,1.5-2万/月,5月19日
测试开发工程师,深圳聚领威锋科技股份有限公司,深圳-南山区,6-8千/月,5月19日
测试开发实习生 - faceu,字节跳动,深圳,6-8千/月,5月19日
服务器开发工程师,深圳市天益智网科技有限公司,深圳,1.5-2.5万/月,5月19日
算法研发工程师,康美华大基因技术有限公司,深圳,0.9-1.8万/月,5月19日
激光slam工程师负责人,深圳市天益智网科技有限公司,深圳,2-4万/月,5月19日
高级测试工程师,厦门美图之家科技有限公司,深圳,1.2-2.4万/月,5月19日
高级安全分析工程师,深圳达飞金融控股有限公司,深圳-福田区,1.5-3万/月,5月19日
高级运维开发工程师,北京国双科技有限公司,深圳,1.5-2万/月,5月19日
数据研发工程师-用户画像方向,厦门美图之家科技有限公司,深圳,2-2.5万/月,5月19日
数据研发工程师-容器化方向(,厦门美图之家科技有限公司,深圳,2.5-3万/月,5月19日
前端开发工程师,深圳市银澎投资控股（集团）有限公司,深圳-南山区,1-1.8万/月,5月19日
机器人开发工程师,中新智擎科技有限公司,深圳-南山区,1.3-2.2万/月,5月19日
人工智能研发工程师,深圳市天益智网科技有限公司,深圳,1.2-2.4万/月,5月19日
数据研发工程师-基础平台方向,厦门美图之家科技有限公司,深圳,20-30万/年,5月19日
数据研发工程师-基础平台方向,厦门美图之家科技有限公司,深圳,20-30万/年,5月19日
高级测试工程师,厦门美图之家科技有限公司,深圳,1.2-2.4万/月,5月19日
测试工程师,深圳市全球点纳网络技术有限公司,异地招聘,1-2万/月,5月19日
Linux实施工程师(软件）,上海艺赛旗软件股份有限公司,深圳,0.5-1万/月,5月19日
中级软件工程师,深圳市星商电子商务有限公司,深圳-龙岗区,1-1.5万/月,5月19日
初级软件工程师,深圳市星商电子商务有限公司,深圳-龙岗区,0.8-1万/月,5月19日
PHP开发工程师,大地零一（深圳）科技有限公司,深圳-南山区,1.5-2万/月,5月19日
上位机软件工程师,深圳光启空间技术有限公司,深圳-南山区,1-2万/月,5月19日
P2P视频开发工程师,深圳市汇星数字技术有限公司,深圳-南山区,20-40万/年,5月19日
高级实施工程师（容器项目）,深圳睿云智合科技有限公司,深圳-南山区,1.5-3万/月,5月19日
生物信息学算法工程师,安吉康尔（深圳）科技有限公司,深圳-龙华新区,1-2万/月,5月19日
运维工程师,360金融,深圳-福田区,2-3万/月,5月19日
APP测试工程师,360金融,深圳-福田区,2.5-3万/月,5月19日
量化工程师 （C++ 方向）,深圳市盛世资产管理有限公司,深圳,0.8-1.5万/月,5月19日
量化交易员,深圳市盛世资产管理有限公司,深圳,5-8千/月,5月19日
高级测试工程师（自动化方向）,深圳市玖富超能金融服务有限公司,深圳-南山区,1.2-2万/月,5月19日
IM后台,第一品牌有限公司 FIRST BRAND LIMITED,深圳-宝安区,1-1.5万/月,5月18日
仿淘宝 电商平台,第一品牌有限公司 FIRST BRAND LIMITED,深圳-宝安区,1-1.5万/月,5月18日
社交app开发人员,第一品牌有限公司 FIRST BRAND LIMITED,深圳-宝安区,1-1.5万/月,5月18日
APP开发工程师,第一品牌有限公司 FIRST BRAND LIMITED,深圳-宝安区,0.8-1万/月,5月18日
网站架构设计师,第一品牌有限公司 FIRST BRAND LIMITED,深圳-宝安区,0.8-1万/月,5月18日
风控数据决策分析师,马上消费金融股份有限公司,深圳-福田区,1-2万/月,5月18日
风控模型岗,马上消费金融股份有限公司,深圳-福田区,1-2万/月,5月18日
风控数据决策分析师,马上消费金融股份有限公司,深圳-福田区,1-2万/月,5月18日
软件测试工程师,马上消费金融股份有限公司,深圳-福田区,1.5-2万/月,5月18日
云计算开发高级工程师,深圳市科思科技股份有限公司,深圳,2-3万/月,5月18日
系统架构师,深圳市科思科技股份有限公司,深圳,30-40万/年,5月18日
中间件研发工程师,上海速强信息技术有限公司,深圳,1-1.5万/月,5月18日
基础架构工程师（服务器存储方向）,深圳市大疆创新科技有限公司,深圳-南山区,1.5-2.5万/月,5月18日
数据主管,深圳达飞金融控股有限公司,深圳-南山区,0.7-1.5万/月,5月18日
软件测试工程师,深圳市万连软件有限公司,深圳-龙岗区,1-2万/月,5月18日
数据挖掘分析工程师,深圳奇迹智慧网络有限公司,深圳-罗湖区,1.5-2.5万/月,5月18日
数据仓库工程师,深圳奇迹智慧网络有限公司,深圳-罗湖区,1.5-2.5万/月,5月18日
