职位名,公司名,工作地点,薪资,发布时间
Java高级开发工程师,深圳航天信息有限公司,深圳-福田区,1.4-2万/月,05-18
JAVA开发工程师,嘉宏国际运输代理有限公司深圳分公司,深圳,6-8千/月,05-18
Java开发工程师,广东安尔发智能科技股份有限公司,深圳-南山区,0.8-1.4万/月,05-18
Java开发工程师（金融）,腾邦国际商业服务集团股份有限公司,深圳-福田区,1-1.6万/月,05-18
高级java开发工程师,深圳全棉时代科技有限公司,深圳,1.5-2万/月,05-18
JAVA中级软件工程师,东杰智能软件（深圳）有限公司,深圳-宝安区,0.8-1.5万/月,05-18
高级Java软件工程师,深圳融昕医疗科技有限公司,深圳-宝安区,1.2-1.8万/月,05-18
Java开发工程师,深圳市汇合发展有限公司,深圳-南山区,0.8-1万/月,05-18
高级Java 开发工程师,富士康科技集团准时达供应链管理(深圳总部),深圳-龙华新区,1-1.8万/月,05-18
Java开发工程师,深圳市龙澄高科技环保(集团)有限公司,深圳,1-1.5万/月,05-18
Java开发工程师,恒大农牧集团,深圳-福田区,0.8-1.2万/月,05-18
信息技术部-Java开发工程师,银泰证券有限责任公司,深圳,10-15万/年,05-18
Java开发工程师,上海泽众软件科技有限公司,异地招聘,5-8千/月,05-18
JAVA工程师,深圳市格金电力电子技术有限公司,深圳,6.5-8千/月,05-18
Java软件工程师,深圳市前海赛诚物流有限公司,深圳-南山区,6-8千/月,05-18
JAVA中间件开发工程师,深圳市银河表计股份有限公司,深圳-南山区,1-2万/月,05-18
Java软件开发工程师,深圳市能信安科技股份有限公司,深圳-龙华新区,0.5-2万/月,05-18
JAVA开发工程师-深圳,信雅达系统工程股份有限公司,深圳,0.6-1万/月,05-18
高级JAVA开发工程师,厦门吉比特网络技术股份有限公司,深圳,1.5-3万/月,05-18
Java开发工程师,深圳市三方圆生物科技有限公司,深圳-龙华新区,0.6-1.2万/月,05-18
Java开发工程师,深圳市前海和盛资本管理有限公司,深圳-宝安区,1-2.5万/月,05-18
Java开发工程师,北京羽实箫恩信息技术股份有限公司,深圳-福田区,0.8-1.5万/月,05-18
Java软件工程师,深圳市美好创亿医疗科技有限公司,深圳-南山区,1.5-1.8万/月,05-18
Java开发工程师,深圳市中合银金融控股有限公司,深圳-南山区,1.8-2.5万/月,05-18
Java开发工程师,深圳市锦弘霖电子设备有限公司,深圳-龙华新区,1-1.5万/月,05-18
Java后台开发工程师,深圳市银星智能科技股份有限公司,深圳-龙华新区,1.5-3万/月,05-18
Java开发工程师,深圳前海点点电工网络科技有限公司,深圳-南山区,1-1.5万/月,05-18
Java开发工程师,东莞市金仙峰实业有限公司,深圳-南山区,1-1.5万/月,05-18
java高级工程师,深圳市中地软件工程有限公司,深圳,0.8-1.2万/月,05-18
Java开发工程师(搜索方向）,天虹商场股份有限公司,深圳-南山区,1.2-2.4万/月,05-18
Java高级开发工程师,东莞市富米网络技术有限公司,深圳-龙华新区,1-1.5万/月,05-18
Java工程师（深圳）15000-25000/月薪,武汉天喻教育科技有限公司,深圳,1.5-2.5万/月,05-18
资深java开发工程师(J10650),厦门立达信绿色照明集团有限公司,深圳-南山区,1.5-2万/月,05-18
Java中级开发工程师,深圳易兑文化票号服务有限公司,深圳-南山区,1-1.5万/月,05-18
Java高级开发工程师,深圳晓哲信息咨询合伙企业（有限合伙）,深圳-南山区,1.6-3.2万/月,05-18
Java高级开发工程师,东莞市巨虎贸易有限公司,深圳-福田区,18-30万/年,05-18
Java中级开发工程师（深圳）,北京易诚互动网络技术有限公司,深圳-福田区,1-1.5万/月,05-18
Java高级开发工程师,航天科工深圳（集团）有限公司,深圳-南山区,15-20万/年,05-18
java工具开发工程师-深圳-02524,武汉佰钧成技术有限责任公司,深圳-龙华新区,0.6-1.2万/月,05-18
Java高级开发工程师,广州广电运通信息科技有限公司,异地招聘,1-1.5万/月,05-18
中级java开发工程师（深圳）,深圳市海云天科技股份有限公司,深圳,1.5-2万/月,05-18
Java开发工程师,软通动力信息技术（集团）有限公司,深圳-龙岗区,1-1.5万/月,05-18
高级Java开发工程师,匀富（深圳）电子商务有限公司,深圳-南山区,2.5-3万/月,05-18
JAVA高级工程师(金融行业外派),深圳市名扬科技服务有限公司,深圳-福田区,2-2.5万/月,05-18
java 开发（初中）,神州信息,深圳,0.9-1.5万/月,05-18
Java开发工程师,深圳市晶讯软件通讯技术有限公司,深圳,1-1.5万/月,05-18
Java开发工程师,深圳新融典科技有限公司,深圳,0.8-1万/月,05-18
Java高级开发工程师,深圳市前海成交手投资策划有限公司,深圳-福田区,1.5-2万/月,05-18
java后台工程师,深圳万顺叫车云信息技术有限公司,深圳-宝安区,1.5-3万/月,05-18
Java开发工程师,深圳兆鼎科技有限公司,深圳-龙岗区,4.5-5千/月,05-18
Java中级开发工程师,易网通电子网络系统（深圳）有限公司,深圳-南山区,1-1.5万/月,05-18
JAVA（大数据 shell） Y,同方鼎欣科技股份有限公司,深圳-南山区,1.2-1.5万/月,05-18
Java开发工程师,安徽兆尹信息科技股份有限公司,深圳-福田区,1.5-2万/月,05-18
java运维,西安华炎信息科技有限公司,深圳,1-1.5万/月,05-18
Java开发工程师,深圳第七大道科技有限公司,深圳,1.5-2万/月,05-18
Java开发工程师,深圳市脉联电子有限公司,深圳-龙华新区,1.2-1.8万/月,05-18
Java开发工程师Java/软件工程师 五险一金 上市,深圳一道通科技股份有限公司,深圳-龙华新区,1.5-2.5万/月,05-18
Java后台开发工程师,深圳市百威智能科技有限公司,深圳-龙华新区,0.5-1万/月,05-18
JAVA开发工程师,深圳市云领科技有限公司,深圳-南山区,1-1.5万/月,05-18
Java开发工程师,深圳市盛开互联网金融顾问有限公司,深圳-南山区,1-2.5万/月,05-18
JAVA开发工程师（高级）,深圳市太和物联信息技术有限公司,深圳-南山区,20-35万/年,05-18
Java高级开发工程师,深圳市颖源科技有限公司,深圳-福田区,1-1.5万/月,05-18
java开发工程师,用友汽车信息科技（上海）股份有限公司,深圳,0.8-1.6万/月,05-18
Java服务器开发工程师（手游）,深圳市深空太白网络科技有限公司,深圳-南山区,1.3-2.3万/月,05-18
JAVA工程师,优摩登软件开发（深圳）有限公司,深圳,0.8-1万/月,05-18
Java高级开发工程师,深圳佰亿猫金融服务有限公司,深圳-罗湖区,1.5-2万/月,05-18
java中级开发,深圳市同和信息技术有限公司,深圳-南山区,1-1.5万/月,05-18
JAVA工程师（菲律宾、马来西亚）,深圳市第一企业管理咨询有限公司,深圳,2.5-3万/月,05-18
JAVA高级工程师,深圳卫宁中天软件有限公司,深圳-南山区,0.8-1.5万/月,05-18
java工程师,深圳市亚普达科技有限公司,深圳-龙岗区,0.8-1万/月,05-17
Java高级开发工程师,深圳市深脑科技有限公司,深圳-南山区,1.5-2.5万/月,05-17
Java中高级软件工程师,郑州宇通客车股份有限公司,异地招聘,1-1.5万/月,05-17
Java资深开发工程师,深圳市友为软件有限公司,深圳,0.8-1万/月,05-17
Java开发经理,深圳市同强信息技术有限责任公司,深圳-南山区,0.6-1.2万/月,05-17
Java工程师,深圳市环球力量资讯科技有限公司,深圳-宝安区,0.8-1.2万/月,05-17
Java客户端开发,深圳市金证前海金融科技有限公司,深圳-南山区,1-1.5万/月,05-17
java开发工程师,深圳市天行云供应链有限公司,深圳-南山区,1.5-2万/月,05-17
Java高级开发工程师,我趣信息技术（深圳）有限公司,深圳-南山区,1.5-2.5万/月,05-17
java高级开发工程师,广东深博信息科技有限公司,深圳-南山区,2-2.5万/月,05-17
Java开发工程师,臻宝通（深圳）互联网科技有限公司,深圳-龙岗区,6-8千/月,05-17
Java开发工程师,深圳前海易交域科技有限公司,深圳-南山区,0.7-1.2万/月,05-17
JAVA开发工程师,深圳用友软件有限公司,深圳,15-20万/年,05-17
Java开发工程师,深圳市潇云居网络科技有限公司,深圳-南山区,0.8-2万/月,05-17
Java高级工程师（帅哥靓妹+福利多）,深圳达富金融服务有限公司,深圳-福田区,1.5-2万/月,05-17
互联网软件工程师/Java/Web前端,湖南高途教育科技有限公司,深圳-南山区,0.8-1万/月,05-17
Java开发工程师,深圳市芯天下技术有限公司,深圳-龙岗区,0.7-1.2万/月,05-17
JAVA开发（派遣）岗,银联国际有限公司,深圳-福田区,,05-17
Java开发工程师,北京科蓝软件系统股份有限公司,深圳,0.8-1.2万/月,05-17
Java中级开发工程师,邦彦技术股份有限公司,深圳,1-2万/月,05-17
JAVA后台开发工程师,深圳市天泽汉宇科技有限公司,深圳-龙华新区,6-8千/月,05-17
Java高级开发工程师,深圳前海天玑财富管理有限公司,深圳-福田区,1.5-2.5万/月,05-17
JAVA开发工程师(大数据方向）,北京泛鹏天地科技股份有限公司,深圳,0.8-1.5万/月,05-17
Java资深开发工程师,北京海伦品牌管理股份有限公司,深圳-南山区,1.8-2.2万/月,05-17
JAVA工程师,北京锐奇视讯科技有限公司,深圳,2-2.5万/月,05-17
高级java开发工程师,深圳市飞马国际供应链股份有限公司,深圳,1.5-3万/月,05-17
Java开发工程师,飞马大宗投资有限公司,深圳-福田区,1.5-2万/月,05-17
Java开发工程师,深圳金风信用科技有限公司,深圳-南山区,1.2-2万/月,05-17
Java开发工程师,深圳市安永易科技有限公司,深圳-南山区,0.8-1万/月,05-17
Java高级研发工程师,深圳市华付信息技术有限公司,深圳-南山区,1.5-2万/月,05-17
Java 高级工程师,深圳市陆陆畅科技有限公司,深圳-宝安区,1.2-1.8万/月,05-17
Java后台开发工程师（区块链）,深圳市新国都技术股份有限公司,深圳-南山区,2.5-3万/月,05-17
JAVA程序员,深圳市嘉德永丰开发科技股份有限公司,深圳,6-8千/月,05-17
JAVA工程师,深圳思创科技服务有限公司,深圳-南山区,1-1.6万/月,05-17
软件工程师/JAVA开发工程师,深圳市博科供应链管理有限公司,深圳-福田区,0.6-1万/月,05-17
Java高级开发工程师,深圳市悠闲科技有限公司,深圳-龙华新区,1.5-2万/月,05-17
java+web软件工程师,深圳市天天上网络科技有限公司,深圳,1-1.5万/月,05-17
java后端开发工程师,深圳百城精工有限公司,深圳-龙华新区,0.8-1万/月,05-17
Java后台开发工程师,深圳市容大数字技术有限公司,深圳-南山区,6-8千/月,05-17
Java高级开发工程师,深圳市多元世纪信息技术股份有限公司,深圳-南山区,2-2.5万/月,05-17
Java开发工程师,深圳市玺承文化传播有限公司,深圳-宝安区,1-1.5万/月,05-17
Java开发工程师,深圳市伏安动力科技有限公司,深圳-南山区,0.8-1.2万/月,05-17
Java开发工程师,深圳华星恒泰泵阀有限公司,深圳-宝安区,0.5-1万/月,05-17
Java开发工程师,深圳金英汇信息科技有限公司,深圳-南山区,1-1.5万/月,05-17
Java架构师,恒大地产集团珠三角有限公司,深圳,40-50万/年,05-17
Java开发工程师,恒大地产集团珠三角公司-互联网版块,深圳-南山区,2-4万/月,05-17
JAVA开发工程师 深圳,大宇宙信息创造（中国）有限公司,深圳-南山区,0.5-1万/月,05-17
Java开发工程师,人人普惠（深圳）互联网科技有限公司,深圳-南山区,1-1.5万/月,05-17
java工程师,深圳市前海迈信互联网金融服务有限公司,深圳,0.7-1.5万/月,05-17
Java高级工程师,深圳市蜂窝网络有限公司,深圳-南山区,0.8-1.6万/月,05-17
Java开发工程师,500.com集团,深圳-南山区,1.3-2.5万/月,05-17
Java高级开发工程师,深圳光汇石油集团股份有限公司,深圳-福田区,1.3-2万/月,05-17
Java后台工程师,深圳市泉眼网络科技有限公司,深圳-南山区,1.5-3万/月,05-17
Java开发工程师,软通动力信息技术（集团）有限公司,深圳-龙岗区,1-1.5万/月,05-17
Java开发工程师,深圳市中明科技股份有限公司,深圳,0.7-1.3万/月,05-17
Java后台开发工程师,深圳证券通信有限公司,深圳-福田区,1.4-2.3万/月,05-17
Java前端开发工程师,深圳市顺泰信息科技有限公司,深圳-龙华新区,0.8-1万/月,05-17
中高级JAVA,深圳市世纪贷互联网金融服务有限公司,深圳,0.8-1万/月,05-17
Java架构师,深圳必旺电子商务有限公司,深圳-南山区,2.5-3.5万/月,05-17
java 服务器高级开发工程师,深圳新基点智能股份有限公司,深圳-南山区,1-1.5万/月,05-17
Java开发工程师,前海爱翼科技（深圳）有限公司,深圳-南山区,1-1.5万/月,05-17
JAVA开发/软件工程师,深圳市规划国土房产信息中心（深圳市空间地理信息中心）,深圳,0.9-1.5万/月,05-17
java工程师/高级工程师,晓泉信息技术（深圳）有限公司,深圳-南山区,10-20万/年,05-17
Java中级开发工程师（电商互联网方向）,深圳市远行科技股份有限公司,深圳-南山区,0.8-1.5万/月,05-17
Java开发工程师,深圳市鼎驰科技发展有限公司,深圳-福田区,0.8-1.5万/月,05-17
高级JAVA服务器开发工程师,东莞市乐游网络科技有限公司,异地招聘,1-1.5万/月,05-17
JAVA开发工程师,深圳宏智邦建工程技术有限公司,深圳-南山区,0.4-1万/月,05-17
高级 JAVA工程师,深圳知路科技有限公司,深圳,1-1.5万/月,05-17
java游戏服务器开发工程师,文德互动（北京）信息科技有限公司,异地招聘,1.5-2万/月,05-17
高级Java开发工程师,深圳市致远优学教育科技有限公司,深圳-福田区,1.5-2万/月,05-17
中高级Java开发,北京腾信软创科技股份有限公司,深圳-南山区,0.8-1.8万/月,05-17
Java开发工程师,深圳协奥科技有限公司,深圳,5-8千/月,05-17
Java开发工程师,深圳聚领威锋科技股份有限公司,深圳-南山区,1-2万/月,05-17
高级Java开发工程师,深圳市前海爱开创科技有限公司,深圳-南山区,1-1.5万/月,05-17
Java高级开发工程师,深圳点猫科技有限公司,深圳-南山区,1.5-3万/月,05-17
JAVA高级开发工程师/JAVA开发工程师,深圳市浪峰信息系统有限公司,深圳-福田区,1.5-2万/月,05-17
Java高级开发工程师,深圳市齐家互联网科技有限公司,深圳-南山区,1.5-3万/月,05-17
Java开发工程师,深圳模德宝科技有限公司,深圳,1-2万/月,05-17
急招：5年以上Java高级工程师（30k）14楼,深圳市荣创投资管理有限公司,深圳-南山区,1.8-3万/月,05-17
Java软件开发工程师,武汉市烽视威科技有限公司,深圳-南山区,0.5-2万/月,05-17
Java开发工程师,和美（深圳）信息技术股份有限公司,深圳-南山区,1-1.5万/月,05-17
Java开发工程师,深圳市感融互联网金融服务有限公司,深圳-福田区,1-1.5万/月,05-17
Java开发工程师,中国安防技术有限公司机器人产业集团,深圳,1-1.8万/月,05-17
Java软件工程师,深圳泽惠通通讯技术有限公司,深圳-南山区,1.5-3万/月,05-17
高级JAVA工程师,小i机器人,深圳-南山区,1.5-2万/月,05-17
