职位名,公司名,工作地点,薪资,发布时间
Java开发工程师,深圳市麟云科技有限公司,深圳,1-1.5万/月,05-16
PHP/JAVA开发工程师,深圳市亚声威格科技有限公司,深圳-龙岗区,1-2万/月,05-16
JAVA开发工程师-校招,北京吉因加科技有限公司,深圳,4-8千/月,05-16
JAVA(MINA)通讯开发工程师,精华隆智慧感知科技（深圳）股份有限公司,深圳,1.1-1.7万/月,05-16
Java中级开发工程师,华大基因,深圳,18-25万/年,05-16
JAVA高级工程师,深圳市讯科龙网络技术有限公司,深圳,1.5-2万/月,05-16
Java开发工程师,深圳市有为教育技术有限公司,深圳-南山区,1-1.5万/月,05-16
Java后端开发工程师,富士康科技集团富连网,深圳-龙华新区,0.8-2万/月,05-16
JAVA开发工程师,深圳市天彦通信股份有限公司,异地招聘,1-1.5万/月,05-16
Java开发工程师,深圳创维-RGB电子有限公司,深圳-宝安区,,05-16
Java开发工程师,深圳市新纶科技股份有限公司,深圳-南山区,1-2万/月,05-16
JAVA中级工程师,深圳市前海好彩金融服务有限公司,深圳-南山区,1-1.5万/月,05-16
Java前端开发工程师,深圳市深蓝信息科技开发有限公司,深圳-龙岗区,1-1.5万/月,05-16
JAVA开发工程师,深圳中集天达空港设备有限公司,深圳,10-15万/年,05-16
Java高级开发工程师,深圳中兴力维技术有限公司,深圳-南山区,1.2-2.4万/月,05-16
Java软件工程师（红门智能）,红门智能科技股份有限公司,深圳,1-1.5万/月,05-16
SA-腾讯社交广告广告服务端Java开发工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,05-16
Java开发工程师,深圳市恒博物业管理有限公司,深圳-龙华新区,1-1.5万/月,05-16
Java初级开发工程师,长沙惟海德信息科技有限公司,异地招聘,0.8-1万/月,05-16
高级JAVA开发工程师,深圳市金蝶天燕中间件股份有限公司,深圳-南山区,1.5-2.5万/月,05-16
高级Java开发工程师,马丁（深圳）高新科技有限公司,深圳-福田区,2.5-3万/月,05-15
Java开发工程师,美的集团生活电器事业部,异地招聘,1-1.6万/月,05-15
Java开发中级工程师（理财）,华润网络（深圳）有限公司,深圳-南山区,1-2万/月,05-15
Java开发主管,深圳市积分通科技开发有限公司,深圳,1.5-2万/月,05-15
Java高级开发工程师,云杉智慧新能源技术有限公司,深圳-南山区,2-3万/月,05-15
Java开发工程师,奇酷互联网络科技（深圳）有限公司,深圳-南山区,1-2万/月,05-15
Java后台开发工程师,广东卓纬科技有限公司,异地招聘,0.8-1.5万/月,05-15
Java开发工程师,深圳市卓达盛科技有限公司,深圳-南山区,0.6-1万/月,05-15
高级java工程师,海达保险经纪有限公司,深圳-南山区,1-1.5万/月,05-15
Java开发工程师,深圳市普特生物医学工程有限公司,深圳,1-1.5万/月,05-15
Java高级开发工程师,深圳市淘游国际旅行社有限公司,深圳-罗湖区,1-1.5万/月,05-15
Java高级开发工程师,成都天用唯勤科技股份有限公司深圳分公司,深圳,1.5-2万/月,05-15
JAVA高级工程师,深圳市拓保软件有限公司,深圳-福田区,20-30万/年,05-15
Java开发工程师,深圳市通用条码技术开发中心,深圳,0.8-2万/月,05-15
Java Web开发工程,深圳分期保网络科技有限公司,深圳-南山区,1-1.5万/月,05-15
Java高级开发工程师（高薪诚聘）,深圳市腾渊畅科技有限公司,深圳-南山区,1-3万/月,05-15
Java开发工程师,软通动力信息技术（集团）有限公司,深圳-南山区,0.8-2万/月,05-15
Java Web开发工程师,深圳市来吉智能科技有限公司,深圳-龙华新区,1-1.5万/月,05-15
Java高级开发工程师,深圳比比网络科技有限公司,深圳,1-1.4万/月,05-15
Java开发工程师,深圳荣尚荟公寓物业服务有限公司,深圳-南山区,15-20万/年,05-15
java 后台,深圳市深讯科科技有限公司,深圳-光明新区,1-1.5万/月,05-15
java软件工程师,深圳市华威世纪科技股份有限公司,深圳-福田区,4.5-6千/月,05-15
JAVA工程师,深圳市年年卡网络科技有限公司,深圳-南山区,1.5-2万/月,05-15
Java程序员,深圳市怡源通科技有限公司,深圳,0.5-1万/月,05-15
JAVA技术开发工程师,国药集团一致药业股份有限公司,深圳-福田区,0.9-1.2万/月,05-15
Java工程师,深圳市联迅成互联网科技有限公司,深圳-南山区,1.5-2.2万/月,05-15
高级Java后台开发工程师,深圳市拓途计算机系统有限公司,深圳-南山区,1.5-2.5万/月,05-15
Java高级开发工程师,深圳市共济科技股份有限公司,深圳-南山区,2-3万/月,05-15
Java开发工程师,清影医疗科技（深圳）有限公司,深圳,1-2万/月,05-15
JAVA高级软件工程师,深圳票联金融服务有限公司,深圳-福田区,1-2万/月,05-15
Java开发工程师,深圳市振瀚信息技术有限公司,深圳-罗湖区,1.5-1.8万/月,05-15
Java开发实习生,维拓智能科技（深圳）有限公司,深圳,5-8千/月,05-15
Java高级工程师,深圳市凯欧链科技有限公司,深圳-福田区,1.5-2.5万/月,05-15
JAVA资深开发工程师,世联行金融事业部,深圳-罗湖区,2.5-3万/月,05-15
Java高级开发工程师,深圳市宝利达实业有限公司,深圳-福田区,1.5-2万/月,05-15
Java开发工程师,深圳市中兴新通讯设备有限公司,深圳-龙岗区,1-1.5万/月,05-15
Java开发工程师,雷士照明控股有限公司,深圳-南山区,1.3-1.8万/月,05-15
Java高级开发工程师,深圳市聚成华企科技有限公司,深圳-福田区,1.2-2万/月,05-15
高级Java后端开发工程师,深圳市尚游网络科技有限公司,深圳-南山区,1.8-3万/月,05-15
JAVA软件开发中级工程师,深圳市安达顺国际物流有限公司,深圳-南山区,0.8-1.5万/月,05-15
java开发工程师（深圳）,矩阵元,深圳-南山区,1.5-2.5万/月,05-15
Java Engineer - Technology - Consulting - Shenzhen,德勤华永会计师事务所（特殊普通合伙）,深圳,,05-15
Java SE,软通动力信息技术（集团）有限公司,深圳-罗湖区,2-2.5万/月,05-15
Java开发工程师,深圳九洲互通科技股份有限公司,深圳-南山区,1-1.5万/月,05-15
Java后端开发运维工程师（饭来科技）,深圳减字科技有限公司,深圳-南山区,1.4-1.5万/月,05-15
开发工程师（java）,深圳华侨城文化旅游科技股份有限公司,深圳-南山区,1.2-2万/月,05-15
Java工程师,深圳智达朋科技术有限公司,深圳-南山区,0.7-1.5万/月,05-15
Java后台开发工程师,深圳乐创信息通讯技术有限公司,深圳-坪山区,4.5-6千/月,05-15
Java开发工程师(实习),伟华达科技服务（深圳）有限公司,深圳,3-4.5千/月,05-15
Java高级开发工程师（大型金融公司 深圳总部）,广州鹏誉商务服务有限公司深圳分公司,深圳-罗湖区,0.8-1.6万/月,05-15
Java高级开发工程师,深圳市橙社网络技术有限公司,深圳-南山区,2-3万/月,05-15
Java工程师,深圳通天下公共交通发展有限公司,深圳-南山区,1.5-2.5万/月,05-15
Java高级开发工程师,深圳市众方鼎启信息科技有限公司,深圳-宝安区,1-1.5万/月,05-15
Java开发工程师,珠海创奇思科技有限公司,异地招聘,0.5-1万/月,05-15
JAVA软件工程师,成都天用唯勤科技股份有限公司,深圳-福田区,0.8-1万/月,05-15
Java助教老师,广州小码哥教育科技有限公司,深圳-宝安区,1-1.5万/月,05-15
java开发工程师,南京嘉环科技有限公司,异地招聘,1-1.5万/月,05-15
JAVA爬虫开发工程师,深圳市易仓科技有限公司,深圳-南山区,1.5-2.5万/月,05-15
Java开发工程师,深圳信立泰药业股份有限公司,深圳-福田区,0.5-1万/月,05-15
java开发工程师,深圳市衡平安全技术有限公司,异地招聘,1.5-3万/月,05-15
Java开发工程师02,深圳市泰捷软件技术有限公司,深圳,1.5-2.5万/月,05-15
Java开发工程师,深圳市佰仟金融服务有限公司,深圳-福田区,5-8千/月,05-15
Java前端开发工程师,云谷能源管理（深圳）有限公司,深圳,1-1.5万/月,05-15
高级java工程师,深圳市富汇通信息网络有限公司,深圳-福田区,1.5-2.5万/月,05-15
JAVA开发工程师,深圳市达博威科技有限公司,深圳-福田区,1-2万/月,05-15
Java开发工程师,深圳市兴海物联科技有限公司,深圳-南山区,12-25万/年,05-15
Java开发工程师,深圳市永佳天成科技发展有限公司,深圳-南山区,1.2-2.4万/月,05-15
Java开发工程师,恩士迅信息科技（上海）有限公司,深圳-龙岗区,0.8-1万/月,05-15
Java中级开发工程师,深圳哲彦信息技术有限公司,深圳-福田区,1-1.5万/月,05-15
Java服务器开发工程师,深圳门之间科技有限公司,深圳-南山区,0.9-1.5万/月,05-15
Java高级开发工程师,深圳市凡骑绿畅技术有限公司,深圳-南山区,1.5-2.5万/月,05-15
Java高级开发工程师,深圳市鹏教管理顾问有限公司,深圳-福田区,15-18万/年,05-15
急招JAVA,深圳前海三农互联网金融信息服务有限公司,深圳-福田区,1-1.8万/月,05-15
JAVA开发工程师J10689,深圳依时货拉拉科技有限公司,深圳-福田区,1.5-2.5万/月,05-15
Java软件工程师(爬虫方向),慧科讯业（北京）网络科技有限公司,深圳-南山区,1-1.5万/月,05-15
JAVA高级开发工程师,嘀嗒智能控股（深圳）有限公司,深圳-宝安区,1.5-2万/月,05-15
高级java开发工程师,新译信息科技（深圳）有限公司,深圳-南山区,1.8-2.5万/月,05-15
JAVA后端开发工程师,深圳市酷开网络科技有限公司,深圳-宝安区,1.2-1.8万/月,05-15
初级java工程师（深圳、东莞）,深圳市拓威百顺达国际货运代理有限公司,深圳-宝安区,6-12万/年,05-15
Java开发工程师,云联乐农（深圳）农牧科技有限公司,深圳-南山区,1-1.5万/月,05-15
Java讲师,软通动力信息技术（集团）有限公司,异地招聘,1-1.5万/月,05-15
Java中级开发工程师,深圳市欧恩德技术有限公司,深圳-罗湖区,1-1.6万/月,05-15
Java开发工程师,深圳壹鸿科技有限公司,深圳-南山区,1-1.5万/月,05-15
急聘 Java开发工程师,北纬健康科技（深圳）有限公司,深圳,5-8千/月,05-15
Java高级开发工程师,深圳市捷梦科技有限公司,深圳-福田区,0.7-1.2万/月,05-15
JAVA工程师,深圳市大家乐科技有限公司,深圳-南山区,1-2万/月,05-14
JAVA开发工程师,深圳易思智科技有限公司,深圳-南山区,0.5-1.2万/月,05-14
Java高级开发工程师,深圳市零成本科技股份有限公司,深圳,1-1.5万/月,05-14
Java开发工程师,深圳富润达网络科技有限公司,深圳,1-1.5万/月,05-14
软件工程师（JAVA）,深圳市云房网络科技有限公司,深圳-南山区,0.9-1.8万/月,05-14
Java高级开发工程师,航电建筑科技（深圳）有限公司,深圳-福田区,1.2-2.5万/月,05-14
Java高级开发工程师,顺丰速运有限公司,深圳-南山区,1.5-2.5万/月,05-14
Java开发工程师,赞华电子系统（深圳）有限公司,深圳-福田区,12-20万/年,05-14
Java开发工程师,深圳市蛋蛋猫电子商务有限公司,深圳-盐田区,0.7-1.2万/月,05-14
高级JAVA开发工程师,佰仟融资租赁有限公司,深圳-福田区,1.5-2万/月,05-14
Java高级程序员,深圳市海易联科技有限公司,深圳-南山区,1.5-2万/月,05-14
JAVA后台开发工程师,普联技术有限公司（TP-LINK),深圳-南山区,1.2-2.2万/月,05-14
中级Java开发工程师,深圳市赢时胜信息技术股份有限公司,深圳-福田区,0.6-1.2万/月,05-14
Java中级开发工程师,唯智信息技术（上海）股份有限公司,深圳-龙华新区,0.8-1万/月,05-14
Java中级开发工程师,深圳多多益善电子商务有限公司,深圳-南山区,0.8-1.5万/月,05-14
Java开发工程师,深圳乐橙互娱科技有限公司,深圳-南山区,0.8-2万/月,05-14
java开发工程师（实习生）,深圳市建乔无线信息技术有限公司,深圳-福田区,3.5-6千/月,05-14
Java高级开发工程师,广东康美通信息服务有限公司,深圳-福田区,1-1.8万/月,05-14
java开发工程师,深圳市志精科技有限公司,深圳-罗湖区,10-15万/年,05-14
Java架构师,深圳市蓝鹰立德软件咨询有限公司,异地招聘,2-2.5万/月,05-14
Java高级开发工程师,深圳市即讯科技有限公司,深圳-南山区,1-1.5万/月,05-14
JAVA软件开发工程师/工程师助理,沃丁信息技术（深圳）有限公司,深圳,6-8千/月,05-14
Java Web开发人员,深圳前海赛贝思科技有限公司,深圳-宝安区,0.5-2万/月,05-14
Java高级开发工程师,深圳云集智造系统技术有限公司,深圳,1.5-2.5万/月,05-14
Java高级开发工程师/java架构师,深圳市文燊威投资有限公司,深圳-南山区,1.5-2.5万/月,05-14
JAVA WEB开发工程师,深圳市天一智联科技有限公司,深圳-南山区,0.8-1.5万/月,05-14
Java开发工程师,深圳市凯欣达信息技术股份有限公司,深圳-罗湖区,0.6-1.2万/月,05-14
Java工程师,深圳新房网络科技有限公司,深圳-南山区,1.2-2万/月,05-14
java 初级开发工程师,深圳市掌峻资产管理有限公司,深圳-福田区,4.5-6千/月,05-14
Java高级开发工程师,深圳融易保数据运营有限公司,深圳-南山区,1.5-2万/月,05-14
JAVA工程师,深圳市昊源建设监理有限公司,深圳-宝安区,0.7-2万/月,05-14
Java高级工程师,深圳市汉沙杨景观规划设计有限公司,深圳-福田区,15-20万/年,05-14
Java开发工程师,深圳点筹农业供应链有限公司,深圳,0.9-1.5万/月,05-14
Java高级开发工程师,深圳肆马跨境电商有限公司,深圳-宝安区,20-30万/年,05-14
Java高级开发工程师,广州同鑫科技有限公司,异地招聘,1.5-3万/月,05-14
java开发工程师,深圳市红联天成科技有限公司,深圳-宝安区,0.6-1万/月,05-14
JAVA开发工程师—深圳,厦门至恒融兴信息技术有限公司,深圳-南山区,1-2万/月,05-14
高级Java开发工程师,深圳市昆特科技有限公司,深圳-南山区,1.2-1.5万/月,05-14
Java高级开发工程师,浪潮世科（山东）信息技术有限公司,深圳-福田区,1-1.5万/月,05-14
Java架构师,嘉兴安越企业管理咨询有限公司,异地招聘,4-5万/月,05-14
Java高级开发工程师,深圳大熊创新股份有限公司,深圳-南山区,0.8-1.5万/月,05-14
Java架构师,深圳英之泰教育科技有限公司,深圳-南山区,3-4万/月,05-14
Java开发工程师,土巴兔装修网,深圳-南山区,1.5-3万/月,05-14
KCK-后台开发工程师(JAVA，有大数据开发经验优先),深圳前海微众银行股份有限公司,深圳,1-2万/月,05-14
Java高级开发工程师,聚诚（深圳）网络科技有限公司,深圳-福田区,0.8-2万/月,05-14
JAVA软件工程师,深圳市腾邦莫林差旅管理有限公司,深圳-龙华新区,8-13万/年,05-14
Java开发工程师,上海仁建投资有限公司,深圳-南山区,1-2万/月,05-14
Java高级开发工程师,中润恒达区块链（深圳）有限公司,深圳-南山区,1.5-2万/月,05-14
Java中级开发工程师,深圳普创天信科技发展有限公司,深圳-南山区,1.5-2.5万/月,05-14
高级JAVA工程师（上市公司）,威富通科技有限公司,深圳-南山区,1.5-2万/月,05-14
java开发工程师,中电数通科技有限公司,深圳-南山区,0.7-1.5万/月,05-14
Java开发工程师,深圳市前海龙光创业投资基金有限公司,深圳-宝安区,1-2万/月,05-14
java开发工程师,桃源居实业（深圳）集团有限公司,深圳-宝安区,1-1.3万/月,05-14
Java后台开发工程师,丰唐物联技术（深圳）有限公司,深圳-南山区,0.7-1.5万/月,05-14
Java开发工程师,深南电路股份有限公司,深圳-龙岗区,1-1.5万/月,05-14
Java后台开发工程师,比特大陆（深圳）区块链有限公司,深圳-福田区,2-3万/月,05-14
JAVA开发工程师-深圳-02495,神州数码供应链,深圳-龙岗区,1.5-2万/月,05-14
Java中级开发工程师,深圳市协勤实业有限公司,深圳-南山区,6-8千/月,05-14
Java工程师（宝能物流集团）,深圳市宝能投资集团有限公司,深圳-罗湖区,1.5-2万/月,05-14
高级Java软件工程师,深圳市信维通信股份有限公司,深圳-宝安区,0.7-1万/月,05-14
JAVA软件开发工程师,招商证券股份有限公司,深圳-南山区,15-50万/年,05-14
JAVA开发工程师（财务系统）,加油宝金融科技服务（深圳）有限公司,深圳-南山区,1.5-2.4万/月,05-14
Java资深开发工程师,深圳平安讯科技术有限公司,深圳-南山区,2.5-3万/月,05-14
高级JAVA软件开发工程师,深圳小微金融服务有限公司,深圳-福田区,1-2万/月,05-14
高级JAVA软件工程师,天阳宏业,深圳-南山区,1.5-2万/月,05-13
JAVA软件工程师,深圳市小小金融服务有限公司,深圳-福田区,1.5-2.5万/月,05-13
java开发工程师 云服务开发,深圳新河通创科技有限公司,深圳-福田区,1.8-3.6万/月,05-13
Java高级工程师,深圳市龙创软件有限公司,深圳-南山区,1-1.5万/月,05-13
Java/Java工程师/Java开发工程师,深圳市浩锐拓科技有限公司,深圳,0.8-1.5万/月,05-13
后端Java开发组长,江苏令知阁科技发展有限公司,深圳-南山区,1.2-2万/月,05-13
Java开发工程师,深圳市聚鑫经营管理有限公司,深圳-福田区,6-8千/月,05-13
java开发工程师,深圳市宽客拓软件技术有限公司,深圳-南山区,1.5-2.5万/月,05-13
Java开发工程师,深圳前海浩方科技有限公司,深圳-南山区,1.5-2万/月,05-13
Java中级开发工程师,深圳市赛为安全技术服务有限公司,深圳,1-1.5万/月,05-13
Java高级工程师,深圳市瑞尔迈科技有限公司,深圳-福田区,1.5-2.5万/月,05-13
Java服务器开发工程师,深圳市扬趣网络科技有限公司,深圳,0.8-1.5万/月,05-13
高级JAVA开发工程师,深圳市珍爱网信息技术有限公司,深圳-南山区,1.5-2.5万/月,05-13
Java后端兼前端,战国科技（深圳）有限公司,深圳-南山区,1.2-1.8万/月,05-13
Java高级开发工程师,深圳市晨龙包装自动化有限公司,深圳-宝安区,1-5万/月,05-12
java高级工程师,深圳义合信达科技有限公司,深圳-宝安区,1-1.8万/月,05-12
Java工程师,深圳市创云科技有限公司,深圳-宝安区,0.8-1万/月,05-12
IT工程师技术员Java，PHP，.NET,NPC株式会社,异地招聘,1.2-5万/月,05-12
JAVA 后台开发工程师,深圳市前海万京科技有限公司,深圳-南山区,0.8-1.2万/月,05-12
Java高级开发工程师,深圳市柔宇科技有限公司,深圳-南山区,,05-12
Java开发工程师,深圳市快找网络科技有限公司,深圳-福田区,1.5-2.5万/月,05-12
java开发工程师/Java software Engineer,传音控股上海研发中心,深圳-南山区,1-1.5万/月,05-12
Java后台开发工程师,深圳市蜜蜂金服互联网金融服务有限公司,深圳,1-1.8万/月,05-12
JAVA高级开发工程师（深圳）,深圳市软派智能技术有限公司,深圳-福田区,1-1.5万/月,05-12
java开发工程师(双休+奖金),深圳市佳创科技有限公司,深圳-福田区,0.8-1万/月,05-12
Java开发工程师,朗新科技股份有限公司,深圳-福田区,0.8-1.5万/月,05-12
JAVA游戏服务器开发,深圳山脉网络科技有限公司,深圳-福田区,1.5-3万/月,05-12
java架构师,深圳市城图科技有限公司,深圳,1.5-2万/月,05-12
Java开发工程师（中高级/架构师）,深圳市依伴数字科技有限公司,深圳-南山区,1.4-2.5万/月,05-12
Java高级开发工程师,深圳市中科智慧网络科技有限公司,深圳-南山区,1-2万/月,05-12
Java工程师,深圳市森鑫源实业发展有限公司,深圳,10-20万/年,05-12
Java服务器开发工程师,深圳市蜂巢泰客科技有限公司,深圳-福田区,1-1.5万/月,05-12
Java高级开发工程师,深圳市广通软件有限公司,深圳-福田区,1-2万/月,05-11
Java后端开发工程师,深圳市沃巴马智能电子科技有限公司,深圳-南山区,2-2.5万/月,05-11
JAVA Developer,马衡达信息技术（上海）有限公司,深圳-龙岗区,1-1.5万/月,05-11
Java开发工程师（中高级）,深圳市来乐智能股份有限公司,深圳-南山区,1-2.5万/月,05-11
JAVA高级开发/软件开发工程师--急聘（高薪+期权）,深圳市企企通科技有限公司,深圳-龙岗区,1-1.5万/月,05-11
Java中级开发工程师,深圳市一号互联科技有限公司,深圳,0.8-1万/月,05-11
Java 后端高级开发工程师,深圳市前海三四五教育科技有限公司,深圳,1.5-3万/月,05-11
Java开发工程师,深圳市金新农科技股份有限公司,异地招聘,0.8-1万/月,05-11
AS3游戏开发工程师(应届生/可JAVA转),深圳市益玩网络科技有限公司,深圳-南山区,0.7-1.2万/月,05-11
JAVA开发工程师,深圳市安立克电子有限公司,深圳-龙华新区,1-2万/月,05-11
服务器开发工程师-Java,深圳鲜淘科技有限公司,深圳-宝安区,1-2万/月,05-11
JAVA开发工程师,上海普天阳医疗器械有限公司,深圳,6-9千/月,05-11
Java开发工程师,深圳市太易云互联科技有限公司,深圳-南山区,4.5-6千/月,05-11
Java开发工程师,深圳前海恒泰金融服务有限公司,深圳-福田区,1-1.5万/月,05-11
Java开发工程师,深圳市酷鱼互动科技有限公司,深圳-龙岗区,1.5-2.5万/月,05-11
应届毕业生（JAVA开发）,深圳伊特信息技术有限公司,深圳-福田区,4-5千/月,05-11
Java软件开发工程师,深圳市飞奔科技有限公司,深圳-南山区,1-2万/月,05-11
JAVA高级工程师,深圳市星火电子工程公司,深圳,0.8-1.6万/月,05-11
Java开发工程师(生产系统产品部),深圳市康拓普信息技术有限公司,深圳-福田区,1-1.5万/月,05-11
Java开发工程师,天津易商阜极科技股份有限公司,深圳-南山区,1-1.5万/月,05-11
Java开发工程师,广州市鹤驰信息科技有限公司,深圳-南山区,0.7-1.4万/月,05-11
Java高级开发工程师,深圳市宝成杰迈互联网科技有限公司,深圳-南山区,1-1.5万/月,05-11
Java开发工程师,深圳市艾特科技互联网发展有限公司,深圳-宝安区,20-50万/年,05-11
java开发工程师,深圳市红蓝科技有限公司,深圳-龙华新区,1-1.5万/月,05-11
Java高级开发工程师,深圳市卡联科技股份有限公司,深圳,0.9-1.8万/月,05-11
Java开发工程师,深圳市前海国民丰泰互联网金融服务有限公司,深圳-南山区,5-9千/月,05-11
高级Java开发工程师,深圳市天维思信息技术有限公司,深圳-南山区,0.7-1.4万/月,05-11
java开发工程师（后台）,招银云创（深圳）信息技术有限公司,深圳-罗湖区,1-2万/月,05-11
Java开发工程师,深圳市蛋壳创意科技有限公司,深圳-龙岗区,5.5-6.5千/月,05-10
高级Java工程师,深圳市瑞福登信息技术服务有限公司,深圳-福田区,2-2.5万/月,05-10
Java高级开发工程师,深圳达飞金融控股有限公司,深圳-南山区,1.5-3万/月,05-10
JAVA工程师,深圳市三诺数字科技有限公司,深圳-宝安区,1-1.5万/月,05-10
Java高级开发工程师（周末双休）,深圳我和网科技有限公司,深圳-南山区,1.5-3万/月,05-10
JAVA开发工程师,深圳市优联软件服务有限公司,深圳,0.6-1.2万/月,05-10
Java开发工程师（深圳）,用友金融信息技术股份有限公司,深圳-南山区,1-1.5万/月,05-10
Java开发工程师,广州拉卡拉网络小额贷款有限责任公司,深圳-南山区,1.5-3万/月,05-10
Java高级开发工程师,深圳市和讯华谷信息技术有限公司,深圳-南山区,1.5-3万/月,05-10
Java高级开发工程师,深圳市至高通信技术发展有限公司,深圳-南山区,1-1.5万/月,05-10
Java工程师,深圳市三锐联合科技有限公司,深圳-宝安区,0.6-1万/月,05-10
JAVA开发工程师,深圳第七城市科技有限公司,深圳-罗湖区,0.8-1万/月,05-10
Java开发工程师,亚富路小额贷款有限公司,深圳-罗湖区,1-1.5万/月,05-10
Java工程师（Fintech方向）,智道金融服务（深圳）有限公司,深圳-南山区,1-2.5万/月,05-10
高级Java工程师,深圳前海一点科技有限公司,深圳-福田区,1.2-2万/月,05-10
Java开发工程师,广州一碑网络科技有限公司,深圳-福田区,1-1.8万/月,05-10
java开发工程师,深圳市易景空间智能科技有限公司,深圳-南山区,0.8-1.5万/月,05-10
JAVA高级工程师（五险一金+节日福利）,深圳小信科技有限公司,深圳,1-1.5万/月,05-10
Java高级开发工程师,弘商信息技术（深圳）有限公司,深圳-福田区,1.2-2万/月,05-10
JAVA软件开发工程师（etw部门）,环富通科技（深圳）有限公司,深圳-福田区,4-8千/月,05-10
Java高级开发工程师（武汉工作）,深圳位置网科技有限公司,异地招聘,1-1.5万/月,05-10
Java测试工程师,珠海横琴华策光通信科技有限公司,深圳-南山区,1-1.5万/月,05-10
高级JAVA开发工程师,深圳市希科普股份有限公司,深圳-南山区,0.8-1.8万/月,05-10
高级Java开发工程师（深圳）,深圳市恒腾网络有限公司,深圳-南山区,2.5-4万/月,05-10
中级java开发工程师（游戏）,深圳压寨网络有限公司,深圳,7-9千/月,05-10
Java高级开发工程师,深圳市财博士教育网络有限公司,深圳-龙华新区,1-1.5万/月,05-10
Java高级开发工程师,晨星资讯（深圳）有限公司,深圳-福田区,1.5-2万/月,05-10
Java开发工程师,广东天亿马信息产业股份有限公司,深圳-龙华新区,0.6-1万/月,05-10
Java高级开发工程师,深圳瓶子科技有限公司,深圳,1.5-2万/月,05-10
Java开发工程师,探格（深圳）科技有限公司,深圳-罗湖区,6-8千/月,05-10
java开发经理,南京绛门信息科技股份有限公司,深圳,2-2.5万/月,05-10
Java高级开发工程师,深圳市南伽科技信息有限公司,深圳-龙华新区,1-1.5万/月,05-10
Java高级开发工程师,东莞弘驰智能技术有限公司,异地招聘,1.5-2万/月,05-10
Java开发工程师,深圳市巨益科技开发有限公司,深圳-罗湖区,1-1.5万/月,05-10
JAVA程序员,创锐软件科技（深圳）有限公司,深圳-福田区,1-1.5万/月,05-09
Java架构师-高级,深圳市递四方信息科技有限公司,深圳-宝安区,2-4万/月,05-09
中级Java开发工程师(腾邦国际）,深圳市创同盟科技有限公司,深圳-福田区,1-1.5万/月,05-09
Java高级开发工程师,卓越置业集团有限公司,深圳-福田区,20-30万/年,05-09
资深JAVA开发工程师,天蓝智能科技（深圳）有限公司,深圳,1-1.5万/月,05-09
Java 工程师（初、中级）,深圳佳盟建设工程有限公司,深圳-福田区,15-20万/年,05-09
高级Java工程师,深圳华商时代企业管理有限公司,深圳-福田区,1-1.5万/月,05-09
Java高级开发工程师,深圳市博乐信息科技有限公司,深圳,1.5-3万/月,05-09
高级JAVA工程师,深圳市汇源润科科技有限公司,深圳-南山区,20-40万/年,05-09
高级java后台开发工程师,深圳碳原子科技有限公司,深圳-南山区,1.5-3万/月,05-09
Java高级工程师,深圳市恒信永利金融服务有限公司,深圳-南山区,1-2.5万/月,05-09
Java高级软件工程师,深圳市美联国际教育股份有限公司,深圳-福田区,1.5-2万/月,05-09
JAVA开发工程师,深圳前海吉粮商业科技发展有限公司,深圳,1-1.5万/月,05-09
Java程序员,升辉工艺（深圳）有限公司,深圳,6-8千/月,05-09
JAVA中高级工程师（广告方向）,深圳市英威诺科技有限公司,深圳-南山区,1.5-3.5万/月,05-09
Java服务器开发工程师,深圳市奥术信息科技有限公司,深圳-南山区,1.5-2万/月,05-09
数字技术高级工程师（JAVA开发高级工程师）,华润万家有限公司,深圳,,05-09
Java架构师,深圳市佑康健康管理股份有限公司,深圳-南山区,1.5-2万/月,05-09
Java后台开发工程师,深圳万物安全科技有限公司,深圳-南山区,0.8-1.5万/月,05-09
JAVA高级开发工程师,海南财富无线信息技术股份有限公司深圳分公司,深圳-福田区,2-3万/月,05-09
高级Java研发工程师(车联网大数据),博识峰云（深圳）信息技术有限公司,深圳-福田区,1-1.5万/月,05-09
Java开发工程师,深圳市易博天下科技有限公司,深圳-南山区,1.1-1.6万/月,05-09
Java开发工程师,深圳市态界教育服务有限公司,深圳-南山区,0.8-1万/月,05-09
Java开发工程师,中业普惠（深圳）信息咨询有限公司,深圳-福田区,0.9-2万/月,05-09
Java高级开发工程师,深圳市阿尔艾富信息技术股份有限公司,深圳,1-1.8万/月,05-09
JAVA开发工程师—深圳,厦门至恒融兴信息技术有限公司,深圳,1-2万/月,05-09
Java后台服务开发及运维工程师,深圳冰河导航科技有限公司,深圳-龙岗区,0.8-1万/月,05-08
Java开发工程师,深圳市软建实业有限公司,深圳-龙岗区,1-1.5万/月,05-08
Java高级开发工程师,深圳匠人网络科技有限公司,深圳-南山区,1-1.5万/月,05-08
Java开发工程师,深圳市评估王信息科技有限公司,深圳-龙华新区,0.4-1万/月,05-08
java开发工程师,深圳蓝束科技有限公司,深圳-南山区,0.4-1万/月,05-08
JAVA开发工程师,深圳市赢家服饰有限公司,深圳,1-2万/月,05-08
Java高级开发工程师,中集多式联运发展有限公司,深圳,2-2.5万/月,05-08
Java高级开发工程师,深圳市致远创想科技有限公司,深圳-福田区,1.5-2.5万/月,05-08
Java高级开发工程师,深圳市智搜信息技术有限公司,深圳-南山区,1.5-2.5万/月,05-08
